Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1,0.06733141428819403,3,-0.19181473342694602,-0.2178786924659806,1,2,3,3,0,4,0,5,2,2,0,5,0.6461833962946006,-0.5072842015265535,1.0462575960103884,0.896832928430717,1,1,12,13,1,0.5290341666924494,2,4,2,2,3,3,2,0.580959154034753,5,-0.2930252797528886,-0.9347821341758334,-0.4442778364288438,1,0,1,4,-0.7738610250965184,1.2073785497461735,-0.10119701650206231,0.4135472163019127,1.0873340846696231,-0.24971861037228732,0.7813658143509358,1.2325988725051025,0.16992708860002484,-0.20769847452544338,2,0.986849366836289,6,-0.9243112113157019,5,1,0.9989537078068311,1,0.30641784773000924,0.3488882605267744,4,4,2,-0.7407604083206012,0.20000600898329907,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,4,-0.08959195989676072,-1.5521835341880752,0.15764552917621685,8,4,0.6423969250930188
2,-0.8736160342204271,3,0.5119399257903191,-0.07204408274559655,1,2,3,3,0,2,0,24,1,2,0,2,-0.06318453668168356,2.188278755250165,0.15476400268786517,-0.39560419033923755,1,1,8,8,3,-0.5670159496749859,3,4,1,2,3,1,0,1.178161899614981,5,-0.2930252797528886,-0.6298183803459485,0.47715787567324175,1,0,1,4,0.26107477608525587,-0.7850250438866518,-0.10119701650206231,-0.4718906513878417,-0.8189290943998241,3.8225083375422755,0.7813658143509358,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,3,-0.28775828882527155,6,0.6236316606467388,4,1,-0.08693982174890821,1,0.30641784773000924,-0.059803779284765005,4,4,2,1.6148793004689124,-0.7028427666170877,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,4,-0.08959195989676072,-0.4469248572580886,-0.6029615777083905,8,4,0.1676717438010643
3,0.06733141428819403,3,-0.051063801583493,0.1371968790271284,1,2,0,3,0,4,0,5,2,2,0,5,0.6461833962946006,-0.5072842015265535,0.9802210335420534,0.8489648869947928,1,1,12,13,1,0.338903024057282,2,4,2,2,3,2,2,0.09792752158015665,5,-0.2930252797528886,-0.28844104396921155,-0.29902688673787464,1,0,1,4,-0.6107184357476674,1.2353748531695856,-0.10119701650206231,0.5637554259992817,1.0873340846696231,-0.24971861037228732,0.7813658143509358,1.2325988725051025,0.16992708860002484,-0.20769847452544338,2,-0.28775828882527155,6,0.6236316606467388,4,1,0.9185171500619616,1,0.30641784773000924,0.6275419240346423,4,4,2,-0.7407604083206012,-0.08120918341682137,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,4,-0.08959195989676072,1.0267533786485603,0.15764552917621685,8,4,0.9061331369218825
4,0.3025682764153493,3,-0.426399619832701,-0.07838471795083064,1,2,0,3,0,0,0,6,2,2,0,5,0.6461833962946006,-0.5072842015265535,-1.859351152596354,-0.682812438954783,1,1,13,15,3,-0.5670159496749859,3,4,0,3,1,3,0,-0.4948840273413933,5,-0.2930252797528886,-0.047201059596317464,-0.671232445320983,1,2,1,4,-0.5062052144460596,0.9787420717883084,-0.10119701650206231,0.4273821829845651,1.0873340846696231,-0.24971861037228732,-1.0273628233099534,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,2,0.3495455390055087,6,0.6236316606467388,2,5,0.7978623134446572,2,1.6198300320529118,0.7854456666891007,4,4,2,-0.7407604083206012,-0.18481478061686574,3.8749668872227674,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,4,-0.08959195989676072,-1.5521835341880752,-1.3635686845929977,8,0,-0.5619984422587918
5,0.06733141428819403,3,0.6996078349149231,0.5189031183822206,1,2,0,3,0,2,0,15,2,2,0,5,1.3555513292708847,-0.5072842015265535,0.9472027523078859,0.7532288041229442,1,1,12,13,1,1.3902164009811486,2,4,2,2,3,0,2,0.46898363923846015,5,-0.2930252797528886,-0.16099350505522977,0.2116209832694388,1,0,1,4,-0.037170270068112604,1.6716505815177571,-0.10119701650206231,1.3780420364639665,1.0873340846696231,-0.24971861037228732,0.7813658143509358,1.2325988725051025,1.3856554504222593,-0.20769847452544338,2,1.6241531946670693,6,0.6236316606467388,4,1,0.8782988711895268,1,1.6198300320529118,1.6864258453645398,4,4,2,0.7769671892887499,0.5404243997834449,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,4,-0.08959195989676072,2.132012055578547,0.15764552917621685,8,4,1.3720671111528748
6,-0.16790544783896125,3,0.7465248121960741,0.5005152762870417,1,2,0,3,0,4,0,11,2,2,0,0,-0.7725524696579678,-0.5072842015265535,0.7160747836687131,0.513888596943323,1,1,12,13,3,-0.5670159496749859,3,4,5,2,3,3,2,0.6380447105975688,5,-0.2930252797528886,-1.1305051403651627,-0.5804506017641273,1,0,1,4,-0.9268072026110664,0.535467267584284,-0.10119701650206231,-0.2742482702070929,1.0873340846696231,-0.24971861037228732,-1.0273628233099534,1.2325988725051025,-2.2615296350444445,-0.20769847452544338,3,-0.9250621166560519,6,-0.9243112113157019,5,1,0.5967709190824833,2,0.30641784773000924,0.03308077521785759,4,4,2,-0.42456715881865303,-0.25881877861689745,-0.3596007501322808,12.603223215547768,-0.28593545802354126,-0.06315017346937592,3,2,2,1.14431217701962,1.3951729376252227,0.9182526360608242,8,4,-0.509251199893019
7,-0.8736160342204271,3,0.277355039384564,-0.01066673395893057,1,2,3,3,0,4,0,21,2,2,0,2,1.3555513292708847,-0.5072842015265535,1.0792758772445559,0.9925690113025655,1,1,12,13,2,0.4731132423879884,2,4,2,0,3,0,2,2.036640846386559,5,-0.2930252797528886,-0.5547153663430664,1.4394454173759124,1,0,1,4,1.362287254190001,-0.7850250438866518,-0.10119701650206231,0.3819244353129929,1.0873340846696231,-0.24971861037228732,0.7813658143509358,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,2,0.3495455390055087,6,0.6236316606467388,2,1,1.039171986679266,1,0.30641784773000924,0.7575803003383138,4,4,2,1.274971557254318,0.1408028105832737,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,4,-0.08959195989676072,0.6583338196718981,-0.6029615777083905,8,4,2.3742647161025565
8,0.06733141428819403,3,-0.051063801583493,0.027123451864264604,1,2,0,3,0,0,0,14,4,2,0,5,0.6461833962946006,0.39123678406568596,0.05570915898536259,-0.5392083146470102,1,1,6,6,2,0.7750862336320777,3,4,1,2,3,2,0,0.9168856984236312,1,-0.10384421706215646,-0.7845761061700692,0.12537823189042585,1,0,1,4,-0.13403618249399296,1.5083388115478533,-0.10119701650206231,1.164588264788758,1.0873340846696231,-0.24971861037228732,0.7813658143509358,1.2325988725051025,0.16992708860002484,-0.20769847452544338,3,0.3495455390055087,6,2.1715745326091795,4,1,-0.20759465836621258,1,0.30641784773000924,0.05165768611838211,4,4,2,1.116874932503344,2.3165203517842055,3.189963298827098,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,2,0.5273601085614298,1.7635924966018848,0.9182526360608242,8,4,0.49294640505666276
9,-0.16790544783896125,4,-0.8486524153630601,-0.5133522930298892,1,2,3,3,0,4,0,17,0,2,0,0,0.6461833962946006,-0.5072842015265535,-1.3310586528496735,-1.6401732676732679,1,1,3,15,3,-0.5670159496749859,3,4,0,3,3,3,5,-0.9691332664786333,5,-0.2930252797528886,0.8904486909851199,-0.22640141189239005,1,2,1,1,-0.35070993397293587,0.969409970647171,-0.10119701650206231,0.5400383402575919,-0.8189290943998241,-0.24971861037228732,0.7813658143509358,-0.7563210328804112,-1.0458012732222097,4.455931118857386,3,0.986849366836289,2,2.1715745326091795,4,5,-1.8967623710084738,2,0.30641784773000924,-0.02264995748371597,1,4,2,-0.029325596941217873,-0.7028427666170877,2.831893241256634,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,4,-0.08959195989676072,-0.8153444162347508,0.15764552917621685,8,0,-0.7395808248902266
10,3.1254106219412128,3,-0.8955693926442111,-0.34849577769380286,1,2,3,3,0,0,0,3,0,0,1,1,-0.7725524696579678,0.39123678406568596,-1.0669124029763333,-1.6401732676732679,1,1,8,8,3,-0.5670159496749859,3,4,0,3,3,3,2,0.8993209117889186,5,-0.2930252797528886,-0.9575406232676159,-0.13788911442445573,1,0,1,4,-0.21050927125126692,-0.7850250438866518,-0.10119701650206231,-0.8375290565722269,1.0873340846696231,-0.24971861037228732,-1.0273628233099534,-0.7563210328804112,-1.0458012732222097,4.455931118857386,3,-0.9250621166560519,6,2.1715745326091795,4,1,-1.5750161400289955,1,-1.0069943365928933,-1.244081849193203,2,4,2,-0.7407604083206012,-0.6436395682170623,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,4,-0.08959195989676072,-1.9206030931647375,0.15764552917621685,8,4,-0.9488115529411251
